Dwelling Identifier,Unit No,Street No,Street Name,Dwelling Suburb,Dwelling Postcode,LGA,full_address,lat,lon,google_maps_link
8571,,17,Lisbon Circuit,Orange,2800,Orange,"17 Lisbon Circuit, Orange, 2800, Australia",-33.2722879,149.0635743,"https://www.google.com/maps/search/?api=1&query=17+Lisbon+Circuit,+Orange,+2800,+Australia"
8577,,8,McIntosh Street,Orange,2800,Orange,"8 McIntosh Street, Orange, 2800, Australia",-33.2733817,149.0647264,"https://www.google.com/maps/search/?api=1&query=8+McIntosh+Street,+Orange,+2800,+Australia"
8583,,5,Juniper Place,Orange,2800,Orange,"5 Juniper Place, Orange, 2800, Australia",-33.2950883,149.07234616840577,"https://www.google.com/maps/search/?api=1&query=5+Juniper+Place,+Orange,+2800,+Australia"
8590,,239,Dalton Street,Orange,2800,Orange,"239 Dalton Street, Orange, 2800, Australia",-33.279296,149.1244284,"https://www.google.com/maps/search/?api=1&query=239+Dalton+Street,+Orange,+2800,+Australia"
8602,,171,Ophir Road,Orange,2800,Orange,"171 Ophir Road, Orange, 2800, Australia",-33.2782152,149.1296446,"https://www.google.com/maps/search/?api=1&query=171+Ophir+Road,+Orange,+2800,+Australia"
8608,,40,Wright Street,Broken Hill,2880,Broken Hill,"40 Wright Street, Broken Hill, 2880, Australia",-31.9596608,141.4459063,"https://www.google.com/maps/search/?api=1&query=40+Wright+Street,+Broken+Hill,+2880,+Australia"
8612,,14A,Ralston Drive,Orange,2800,Orange,"14A Ralston Drive, Orange, 2800, Australia",-33.2448486,149.106349,"https://www.google.com/maps/search/?api=1&query=14A+Ralston+Drive,+Orange,+2800,+Australia"
8618,,54,Moonstone Drive,Orange,2800,Orange,"54 Moonstone Drive, Orange, 2800, Australia",-33.250119,149.1068312,"https://www.google.com/maps/search/?api=1&query=54+Moonstone+Drive,+Orange,+2800,+Australia"
8624,,112,Kearneys Drive,Orange,2800,Orange,"112 Kearneys Drive, Orange, 2800, Australia",-33.2650618,149.0932707,"https://www.google.com/maps/search/?api=1&query=112+Kearneys+Drive,+Orange,+2800,+Australia"
8630,,171A,Ophir Road,Orange,2800,Orange,"171A Ophir Road, Orange, 2800, Australia",-33.2782152,149.1296446,"https://www.google.com/maps/search/?api=1&query=171A+Ophir+Road,+Orange,+2800,+Australia"
8636,,3,Lester Place,Abbotsford,2046,Canada Bay,"3 Lester Place, Abbotsford, 2046, Australia",-33.85403095,151.13092381129385,"https://www.google.com/maps/search/?api=1&query=3+Lester+Place,+Abbotsford,+2046,+Australia"
8642,,76,Terry Street,Albion Park,2527,Shellharbour,"76 Terry Street, Albion Park, 2527, Australia",-34.5807842,150.7778464,"https://www.google.com/maps/search/?api=1&query=76+Terry+Street,+Albion+Park,+2527,+Australia"
8648,,45a,The Express Way,Albion Park,2527,Shellharbour,"45a The Express Way, Albion Park, 2527, Australia",,,"https://www.google.com/maps/search/?api=1&query=45a+The+Express+Way,+Albion+Park,+2527,+Australia"
8654,,18,Boonerah Street,Albion Park Rail,2527,Shellharbour,"18 Boonerah Street, Albion Park Rail, 2527, Australia",-34.5621327,150.802878,"https://www.google.com/maps/search/?api=1&query=18+Boonerah+Street,+Albion+Park+Rail,+2527,+Australia"
8660,,27,Station Road,Albion Park Rail,2527,Shellharbour,"27 Station Road, Albion Park Rail, 2527, Australia",-34.5632334,150.7977549,"https://www.google.com/maps/search/?api=1&query=27+Station+Road,+Albion+Park+Rail,+2527,+Australia"
8666,,14,Shearwater Boulevard,Albion Park Rail,2527,Shellharbour,"14 Shearwater Boulevard, Albion Park Rail, 2527, Australia",,,"https://www.google.com/maps/search/?api=1&query=14+Shearwater+Boulevard,+Albion+Park+Rail,+2527,+Australia"
8672,,287,Rusden Street,Armidale,2350,Armidale,"287 Rusden Street, Armidale, 2350, Australia",-30.509899349999998,151.64897080168114,"https://www.google.com/maps/search/?api=1&query=287+Rusden+Street,+Armidale,+2350,+Australia"
8678,,161,Markham Street,Armidale,2350,Armidale,"161 Markham Street, Armidale, 2350, Australia",-30.5177498,151.6572033731087,"https://www.google.com/maps/search/?api=1&query=161+Markham+Street,+Armidale,+2350,+Australia"
8684,,3,Glendower Close,Armidale,2350,Armidale,"3 Glendower Close, Armidale, 2350, Australia",-30.500820750000003,151.64776402781297,"https://www.google.com/maps/search/?api=1&query=3+Glendower+Close,+Armidale,+2350,+Australia"
8691,,77,Milton Street,Ashfield,2131,Inner West,"77 Milton Street, Ashfield, 2131, Australia",-33.8887888,151.1174101,"https://www.google.com/maps/search/?api=1&query=77+Milton+Street,+Ashfield,+2131,+Australia"
8697,,31,Hugh Street,Ashfield,2131,Inner West,"31 Hugh Street, Ashfield, 2131, Australia",-33.8898876,151.122447,"https://www.google.com/maps/search/?api=1&query=31+Hugh+Street,+Ashfield,+2131,+Australia"
8712,,11,Bolding Street,Ballina,2478,Ballina,"11 Bolding Street, Ballina, 2478, Australia",-28.8667913,153.5486082,"https://www.google.com/maps/search/?api=1&query=11+Bolding+Street,+Ballina,+2478,+Australia"
8718,,26,Burnet Street,Ballina,2478,Ballina,"26 Burnet Street, Ballina, 2478, Australia",-28.8681031,153.5669438106424,"https://www.google.com/maps/search/?api=1&query=26+Burnet+Street,+Ballina,+2478,+Australia"
8724,,50,Bass Street,Barrack Heights,2528,Shellharbour,"50 Bass Street, Barrack Heights, 2528, Australia",-34.5663285,150.8628278,"https://www.google.com/maps/search/?api=1&query=50+Bass+Street,+Barrack+Heights,+2528,+Australia"
8730,,42,The Kingsway St,Barrack Heights,2528,Shellharbour,"42 The Kingsway St, Barrack Heights, 2528, Australia",,,"https://www.google.com/maps/search/?api=1&query=42+The+Kingsway+St,+Barrack+Heights,+2528,+Australia"
8735,,64,Gladstone Street,Bellambi,2518,Wollongong,"64 Gladstone Street, Bellambi, 2518, Australia",-34.3669673,150.911754,"https://www.google.com/maps/search/?api=1&query=64+Gladstone+Street,+Bellambi,+2518,+Australia"
8741,,31-33,Massey Street,Berkeley,2506,Wollongong,"31-33 Massey Street, Berkeley, 2506, Australia",-34.4781903,150.8506795,"https://www.google.com/maps/search/?api=1&query=31-33+Massey+Street,+Berkeley,+2506,+Australia"
8747,1,1,George Street,Berkeley,2506,Wollongong,"1 George Street, Berkeley, 2506, Australia",-34.4816941,150.8549032,"https://www.google.com/maps/search/?api=1&query=1+George+Street,+Berkeley,+2506,+Australia"
8753,,1A,George Street,Berkeley,2506,Wollongong,"1A George Street, Berkeley, 2506, Australia",-34.4816941,150.8549032,"https://www.google.com/maps/search/?api=1&query=1A+George+Street,+Berkeley,+2506,+Australia"
8760,,8,Melaleuca Place,Bomaderry,2541,Shoalhaven,"8 Melaleuca Place, Bomaderry, 2541, Australia",-34.8415452,150.5970003,"https://www.google.com/maps/search/?api=1&query=8+Melaleuca+Place,+Bomaderry,+2541,+Australia"
8767,,34,Duke Street,Campsie,2194,Canterbury-Bankstown,"34 Duke Street, Campsie, 2194, Australia",-33.9122604,151.1068884,"https://www.google.com/maps/search/?api=1&query=34+Duke+Street,+Campsie,+2194,+Australia"
8773,,38,Shelley Street,Campsie,2194,Canterbury-Bankstown,"38 Shelley Street, Campsie, 2194, Australia",-33.9038814,151.1050424,"https://www.google.com/maps/search/?api=1&query=38+Shelley+Street,+Campsie,+2194,+Australia"
8785,,21,Edward Ogilvie Drive,Clarenza,2460,Clarence Valley,"21 Edward Ogilvie Drive, Clarenza, 2460, Australia",-29.7223531,152.9634939,"https://www.google.com/maps/search/?api=1&query=21+Edward+Ogilvie+Drive,+Clarenza,+2460,+Australia"
8792,,1331,Lismore Road,Clunes,2480,Lismore,"1331 Lismore Road, Clunes, 2480, Australia",-28.7195849,153.4329563,"https://www.google.com/maps/search/?api=1&query=1331+Lismore+Road,+Clunes,+2480,+Australia"
8798,,31,Murray Street,Croydon,2132,Burwood,"31 Murray Street, Croydon, 2132, Australia",-33.8837787,151.1103495,"https://www.google.com/maps/search/?api=1&query=31+Murray+Street,+Croydon,+2132,+Australia"
8803,,110,Thomas Street,Croydon,2132,Burwood,"110 Thomas Street, Croydon, 2132, Australia",-33.8845148,151.1145163,"https://www.google.com/maps/search/?api=1&query=110+Thomas+Street,+Croydon,+2132,+Australia"
8809,,15,Lang Street,Croydon,2132,Burwood,"15 Lang Street, Croydon, 2132, Australia",-33.8753279,151.1185031,"https://www.google.com/maps/search/?api=1&query=15+Lang+Street,+Croydon,+2132,+Australia"
8816,,74,Brighton Street,Croydon,2132,Burwood,"74 Brighton Street, Croydon, 2132, Australia",-33.888677,151.1103674,"https://www.google.com/maps/search/?api=1&query=74+Brighton+Street,+Croydon,+2132,+Australia"
8822,,1183,Jamberoo Road,Curramore,2533,Kiama,"1183 Jamberoo Road, Curramore, 2533, Australia",-34.6319385,150.7724729,"https://www.google.com/maps/search/?api=1&query=1183+Jamberoo+Road,+Curramore,+2533,+Australia"
8829,,5,Bedford Crescent,Dulwich Hill,2203,Inner West,"5 Bedford Crescent, Dulwich Hill, 2203, Australia",-33.9106285,151.1409997,"https://www.google.com/maps/search/?api=1&query=5+Bedford+Crescent,+Dulwich+Hill,+2203,+Australia"
8835,,67,William Street,Earlwood,2206,Canterbury-Bankstown,"67 William Street, Earlwood, 2206, Australia",-33.9268359,151.1203756,"https://www.google.com/maps/search/?api=1&query=67+William+Street,+Earlwood,+2206,+Australia"
8841,,26,Buckland Street,Fernhill,2519,Wollongong,"26 Buckland Street, Fernhill, 2519, Australia",-34.383267,150.8828667,"https://www.google.com/maps/search/?api=1&query=26+Buckland+Street,+Fernhill,+2519,+Australia"
8847,,22,Outlook Drive,Figtree,2525,Wollongong,"22 Outlook Drive, Figtree, 2525, Australia",-34.4356899,150.857351,"https://www.google.com/maps/search/?api=1&query=22+Outlook+Drive,+Figtree,+2525,+Australia"
8852,,9,Queens Road,Five Dock,2046,Canada Bay,"9 Queens Road, Five Dock, 2046, Australia",-33.8694813,151.1212628,"https://www.google.com/maps/search/?api=1&query=9+Queens+Road,+Five+Dock,+2046,+Australia"
8858,,61,South Street,Forster,2428,Mid-Coast,"61 South Street, Forster, 2428, Australia",-32.1888681,152.5129131,"https://www.google.com/maps/search/?api=1&query=61+South+Street,+Forster,+2428,+Australia"
8864,,7-9,Fig Tree Court,Forster,2428,Mid-Coast,"7-9 Fig Tree Court, Forster, 2428, Australia",-32.1949853,152.5132568,"https://www.google.com/maps/search/?api=1&query=7-9+Fig+Tree+Court,+Forster,+2428,+Australia"
8870,,453,Skyline Road,Goonellabah,2480,Goulburn Mulwaree,"453 Skyline Road, Goonellabah, 2480, Australia",-28.8341527,153.3228203,"https://www.google.com/maps/search/?api=1&query=453+Skyline+Road,+Goonellabah,+2480,+Australia"
8876,,20,Macquarie Street,Goulburn,2580,Goulburn Mulwaree,"20 Macquarie Street, Goulburn, 2580, Australia",-34.7445199,149.7041859,"https://www.google.com/maps/search/?api=1&query=20+Macquarie+Street,+Goulburn,+2580,+Australia"
8882,,18,Mitchell Street,Goulburn,2580,Goulburn Mulwaree,"18 Mitchell Street, Goulburn, 2580, Australia",-34.7288771,149.7016931,"https://www.google.com/maps/search/?api=1&query=18+Mitchell+Street,+Goulburn,+2580,+Australia"
8888,1,232,Range Road,Baw Baw,2580,Goulburn Mulwaree,"232 Range Road, Baw Baw, 2580, Australia",-34.7330855,149.6781589,"https://www.google.com/maps/search/?api=1&query=232+Range+Road,+Baw+Baw,+2580,+Australia"
8895,,8-10,Oakwood Avenue,Goulburn,2580,Goulburn Mulwaree,"8-10 Oakwood Avenue, Goulburn, 2580, Australia",-34.7309683,149.7189724,"https://www.google.com/maps/search/?api=1&query=8-10+Oakwood+Avenue,+Goulburn,+2580,+Australia"
8902,,2,Clyde Street,Goulburn,2580,Goulburn Mulwaree,"2 Clyde Street, Goulburn, 2580, Australia",-34.7414692,149.6977597,"https://www.google.com/maps/search/?api=1&query=2+Clyde+Street,+Goulburn,+2580,+Australia"
8908,1,1C,Rex Street,Goulburn,2580,Goulburn Mulwaree,"1C Rex Street, Goulburn, 2580, Australia",-34.7198151,149.7469854,"https://www.google.com/maps/search/?api=1&query=1C+Rex+Street,+Goulburn,+2580,+Australia"
8915,,6,Record Street,Goulburn,2580,Goulburn Mulwaree,"6 Record Street, Goulburn, 2580, Australia",-34.7256518,149.7409333,"https://www.google.com/maps/search/?api=1&query=6+Record+Street,+Goulburn,+2580,+Australia"
8921,,4,Jarmain Close,Gunnedah,2380,Gunnedah,"4 Jarmain Close, Gunnedah, 2380, Australia",-30.9936941,150.2362786,"https://www.google.com/maps/search/?api=1&query=4+Jarmain+Close,+Gunnedah,+2380,+Australia"
8927,,8,Smyth Close,Gunnedah,2380,Gunnedah,"8 Smyth Close, Gunnedah, 2380, Australia",-30.9986424,150.2406336,"https://www.google.com/maps/search/?api=1&query=8+Smyth+Close,+Gunnedah,+2380,+Australia"
8933,,6,Manikato Place,Kembla Grange,2526,Wollongong,"6 Manikato Place, Kembla Grange, 2526, Australia",-34.4718484,150.8257326,"https://www.google.com/maps/search/?api=1&query=6+Manikato+Place,+Kembla+Grange,+2526,+Australia"
8943,,18,Barrys Road,Modanville,2480,Lismore,"18 Barrys Road, Modanville, 2480, Australia",,,"https://www.google.com/maps/search/?api=1&query=18+Barrys+Road,+Modanville,+2480,+Australia"
8950,,8-10,Aristo Crescent,Mount Ousley,2519,Wollongong,"8-10 Aristo Crescent, Mount Ousley, 2519, Australia",-34.4037911,150.887522,"https://www.google.com/maps/search/?api=1&query=8-10+Aristo+Crescent,+Mount+Ousley,+2519,+Australia"
8956,,87,Station Street,Mullumbimby,2482,Byron,"87 Station Street, Mullumbimby, 2482, Australia",-28.550287,153.5028758,"https://www.google.com/maps/search/?api=1&query=87+Station+Street,+Mullumbimby,+2482,+Australia"
8962,,19,Burigal Street,Narrabri,2390,Narrabri,"19 Burigal Street, Narrabri, 2390, Australia",-30.3360565,149.754866,"https://www.google.com/maps/search/?api=1&query=19+Burigal+Street,+Narrabri,+2390,+Australia"
8976,,59,Wallace Street,Nowra,2541,Shoalhaven,"59 Wallace Street, Nowra, 2541, Australia",-34.8872616,150.6079214,"https://www.google.com/maps/search/?api=1&query=59+Wallace+Street,+Nowra,+2541,+Australia"
8982,,103,Berry Street,Nowra,2541,Shoalhaven,"103 Berry Street, Nowra, 2541, Australia",-34.8764409,150.6001729,"https://www.google.com/maps/search/?api=1&query=103+Berry+Street,+Nowra,+2541,+Australia"
8988,,192,Albatross Road,Nowra Hill,2540,Shoalhaven,"192 Albatross Road, Nowra Hill, 2540, Australia",-34.9331349,150.5560902,"https://www.google.com/maps/search/?api=1&query=192+Albatross+Road,+Nowra+Hill,+2540,+Australia"
8995,,38,Uranus Road,Padstow,2211,Canterbury-Bankstown,"38 Uranus Road, Padstow, 2211, Australia",-33.9562088,151.0224355,"https://www.google.com/maps/search/?api=1&query=38+Uranus+Road,+Padstow,+2211,+Australia"
9013,,8,Rose Street,Punchbowl,2196,Canterbury-Bankstown,"8 Rose Street, Punchbowl, 2196, Australia",-33.9295211,151.0496959,"https://www.google.com/maps/search/?api=1&query=8+Rose+Street,+Punchbowl,+2196,+Australia"
9019,,33-35,Donald Road,Queanbeyan,2620,Queanbeyan-Palerang,"33-35 Donald Road, Queanbeyan, 2620, Australia",-35.3689294,149.2229831,"https://www.google.com/maps/search/?api=1&query=33-35+Donald+Road,+Queanbeyan,+2620,+Australia"
9026,,26,Charles Street,Queanbeyan,2620,Queanbeyan-Palerang,"26 Charles Street, Queanbeyan, 2620, Australia",-35.3600878,149.2276572,"https://www.google.com/maps/search/?api=1&query=26+Charles+Street,+Queanbeyan,+2620,+Australia"
9032,,32,Elizabeth Crescent,Queanbeyan East,2620,Queanbeyan-Palerang,"32 Elizabeth Crescent, Queanbeyan East, 2620, Australia",-35.3459709,149.2502501,"https://www.google.com/maps/search/?api=1&query=32+Elizabeth+Crescent,+Queanbeyan+East,+2620,+Australia"
9038,,49,Dewhurst Street,Quirindi,2343,Liverpool Plains,"49 Dewhurst Street, Quirindi, 2343, Australia",-31.5096233,150.6878858,"https://www.google.com/maps/search/?api=1&query=49+Dewhurst+Street,+Quirindi,+2343,+Australia"
9044,,1237,Kamilaroi Highway,Quirindi,2343,Liverpool Plains,"1237 Kamilaroi Highway, Quirindi, 2343, Australia",-31.4666346,150.6199856,"https://www.google.com/maps/search/?api=1&query=1237+Kamilaroi+Highway,+Quirindi,+2343,+Australia"
9050,,29,Primrose Avenue,Rosebery,2018,Sydney,"29 Primrose Avenue, Rosebery, 2018, Australia",-33.9166975,151.2056272,"https://www.google.com/maps/search/?api=1&query=29+Primrose+Avenue,+Rosebery,+2018,+Australia"
9056,,17,Remly Street,Roselands,2196,Canterbury-Bankstown,"17 Remly Street, Roselands, 2196, Australia",-33.92954,151.0809715,"https://www.google.com/maps/search/?api=1&query=17+Remly+Street,+Roselands,+2196,+Australia"
9062,,3,Hillview Street,Roselands,2196,Canterbury-Bankstown,"3 Hillview Street, Roselands, 2196, Australia",-33.9269671,151.0834387,"https://www.google.com/maps/search/?api=1&query=3+Hillview+Street,+Roselands,+2196,+Australia"
9068,,14,Bladwell Place,Run-o-waters,2580,Goulburn Mulwaree,"14 Bladwell Place, Run-o-waters, 2580, Australia",,,"https://www.google.com/maps/search/?api=1&query=14+Bladwell+Place,+Run-o-waters,+2580,+Australia"
9073,,14,Hicks Street,Russell Vale,2517,Wollongong,"14 Hicks Street, Russell Vale, 2517, Australia",-34.3567257,150.8987874,"https://www.google.com/maps/search/?api=1&query=14+Hicks+Street,+Russell+Vale,+2517,+Australia"
9079,,23-25,Links Avenue,South Tamworth,2340,Tamworth,"23-25 Links Avenue, South Tamworth, 2340, Australia",-31.1049502,150.9080038,"https://www.google.com/maps/search/?api=1&query=23-25+Links+Avenue,+South+Tamworth,+2340,+Australia"
9085,,14,Hydebrae Street,Strathfield,2135,Strathfield,"14 Hydebrae Street, Strathfield, 2135, Australia",-33.8732766,151.0758219,"https://www.google.com/maps/search/?api=1&query=14+Hydebrae+Street,+Strathfield,+2135,+Australia"
9091,,31,Prospect Road,Summer Hill,2130,Inner West,"31 Prospect Road, Summer Hill, 2130, Australia",-33.8924877,151.13212922169362,"https://www.google.com/maps/search/?api=1&query=31+Prospect+Road,+Summer+Hill,+2130,+Australia"
9097,,11,Wahroonga Drive,Tamworth,2340,Tamworth,"11 Wahroonga Drive, Tamworth, 2340, Australia",-31.1215413,150.9063173,"https://www.google.com/maps/search/?api=1&query=11+Wahroonga+Drive,+Tamworth,+2340,+Australia"
9103,,7,Emerald Avenue,Tamworth,2340,Tamworth,"7 Emerald Avenue, Tamworth, 2340, Australia",-31.0997067,150.9446037,"https://www.google.com/maps/search/?api=1&query=7+Emerald+Avenue,+Tamworth,+2340,+Australia"
9109,,4,Cannell Crescent,Towradgi,2518,Wollongong,"4 Cannell Crescent, Towradgi, 2518, Australia",-34.3864802,150.9018899,"https://www.google.com/maps/search/?api=1&query=4+Cannell+Crescent,+Towradgi,+2518,+Australia"
9115,,60,Royal Mantle Drive,Ulladulla,2539,Shoalhaven,"60 Royal Mantle Drive, Ulladulla, 2539, Australia",-35.3416474,150.4581218,"https://www.google.com/maps/search/?api=1&query=60+Royal+Mantle+Drive,+Ulladulla,+2539,+Australia"
9128,,21,Asteria Street,Worrigee,2540,Shoalhaven,"21 Asteria Street, Worrigee, 2540, Australia",-34.8998179,150.6199773,"https://www.google.com/maps/search/?api=1&query=21+Asteria+Street,+Worrigee,+2540,+Australia"
9140,1,15,Bellevue Street,Figtree,2525,Wollongong,"15 Bellevue Street, Figtree, 2525, Australia",,,"https://www.google.com/maps/search/?api=1&query=15+Bellevue+Street,+Figtree,+2525,+Australia"
9169,,14B,Ralston Drive,Orange,2800,Orange,"14B Ralston Drive, Orange, 2800, Australia",-33.2448486,149.106349,"https://www.google.com/maps/search/?api=1&query=14B+Ralston+Drive,+Orange,+2800,+Australia"
9175,,22a,Rifle Range Road,Orange,2800,Orange,"22a Rifle Range Road, Orange, 2800, Australia",-33.306991,149.0849702,"https://www.google.com/maps/search/?api=1&query=22a+Rifle+Range+Road,+Orange,+2800,+Australia"
9181,,22B,Rifle Range Road,Orange,2800,Orange,"22B Rifle Range Road, Orange, 2800, Australia",-33.306991,149.0849702,"https://www.google.com/maps/search/?api=1&query=22B+Rifle+Range+Road,+Orange,+2800,+Australia"
9196,,31,Cleveland Street,Cameron Park,2285,Lake Macquarie,"31 Cleveland Street, Cameron Park, 2285, Australia",-32.920362,151.6038066,"https://www.google.com/maps/search/?api=1&query=31+Cleveland+Street,+Cameron+Park,+2285,+Australia"
9282,1,29,Tannery Street,Unanderra,2526,Wollongong,"29 Tannery Street, Unanderra, 2526, Australia",-34.4541849,150.8433488,"https://www.google.com/maps/search/?api=1&query=29+Tannery+Street,+Unanderra,+2526,+Australia"
9325,,30,Scenic Drive,Budgewoi,2262,Central Coast (NSW),"30 Scenic Drive, Budgewoi, 2262, Australia",-33.2321439,151.5475115,"https://www.google.com/maps/search/?api=1&query=30+Scenic+Drive,+Budgewoi,+2262,+Australia"
9674,,31,Mountain View Drive,Woongarrah,2259,Central Coast (NSW),"31 Mountain View Drive, Woongarrah, 2259, Australia",-33.2492973,151.4829496,"https://www.google.com/maps/search/?api=1&query=31+Mountain+View+Drive,+Woongarrah,+2259,+Australia"
9685,,41,Ashton Drive,Heddon Greta,2321,Maitland,"41 Ashton Drive, Heddon Greta, 2321, Australia",-32.7986481,151.5145037,"https://www.google.com/maps/search/?api=1&query=41+Ashton+Drive,+Heddon+Greta,+2321,+Australia"
9686,,5,Glen Close,Heddon Greta,2321,Maitland,"5 Glen Close, Heddon Greta, 2321, Australia",-32.794601,151.5153802,"https://www.google.com/maps/search/?api=1&query=5+Glen+Close,+Heddon+Greta,+2321,+Australia"
9701,,33,Burdekin Drive,Albion Park,2527,Shellharbour,"33 Burdekin Drive, Albion Park, 2527, Australia",-34.5874299,150.7859174,"https://www.google.com/maps/search/?api=1&query=33+Burdekin+Drive,+Albion+Park,+2527,+Australia"
9707,,99,Burdekin Drive,Albion Park,2527,Shellharbour,"99 Burdekin Drive, Albion Park, 2527, Australia",-34.5874299,150.7859174,"https://www.google.com/maps/search/?api=1&query=99+Burdekin+Drive,+Albion+Park,+2527,+Australia"
9712,,19,Darling Mills Road,Albion Park,2527,Shellharbour,"19 Darling Mills Road, Albion Park, 2527, Australia",-34.5905839,150.7852116,"https://www.google.com/maps/search/?api=1&query=19+Darling+Mills+Road,+Albion+Park,+2527,+Australia"
9730,,41,Scarborough Circuit,Albion Park,2527,Shellharbour,"41 Scarborough Circuit, Albion Park, 2527, Australia",-34.57678,150.7715638,"https://www.google.com/maps/search/?api=1&query=41+Scarborough+Circuit,+Albion+Park,+2527,+Australia"
9814,,4,Spring Valley Avenue,Gorokan,2263,Central Coast (NSW),"4 Spring Valley Avenue, Gorokan, 2263, Australia",-33.2488264,151.5096665,"https://www.google.com/maps/search/?api=1&query=4+Spring+Valley+Avenue,+Gorokan,+2263,+Australia"
9873,,36,Bernice Crescent,Waratah,2298,Newcastle,"36 Bernice Crescent, Waratah, 2298, Australia",-32.9018005,151.7075083,"https://www.google.com/maps/search/?api=1&query=36+Bernice+Crescent,+Waratah,+2298,+Australia"
9879,,17,Auburn Street,Gillieston Heights,2321,Cessnock,"17 Auburn Street, Gillieston Heights, 2321, Australia",-32.7674732,151.5243401,"https://www.google.com/maps/search/?api=1&query=17+Auburn+Street,+Gillieston+Heights,+2321,+Australia"
9942,,1A,Lindley Street,Edgeworth,2285,Lake Macquarie,"1A Lindley Street, Edgeworth, 2285, Australia",-32.9249968,151.6314691,"https://www.google.com/maps/search/?api=1&query=1A+Lindley+Street,+Edgeworth,+2285,+Australia"
9959,,31,Common Road,Bendolba,2420,Dungog,"31 Common Road, Bendolba, 2420, Australia",-32.3971418,151.7439834,"https://www.google.com/maps/search/?api=1&query=31+Common+Road,+Bendolba,+2420,+Australia"
9964,,33,Alkira Avenue,Cessnock,2325,Cessnock,"33 Alkira Avenue, Cessnock, 2325, Australia",-32.8209644,151.3712994,"https://www.google.com/maps/search/?api=1&query=33+Alkira+Avenue,+Cessnock,+2325,+Australia"
9969,,22,Alkira Avenue,Cessnock,2325,Cessnock,"22 Alkira Avenue, Cessnock, 2325, Australia",-32.8209644,151.3712994,"https://www.google.com/maps/search/?api=1&query=22+Alkira+Avenue,+Cessnock,+2325,+Australia"
9981,,23,Wermol Street,Kurri Kurri,2327,Cessnock,"23 Wermol Street, Kurri Kurri, 2327, Australia",-32.8124829,151.47654,"https://www.google.com/maps/search/?api=1&query=23+Wermol+Street,+Kurri+Kurri,+2327,+Australia"
Q6545,,24,Crozier Crescent,Meadowbrook,4131,Logan,"24 Crozier Crescent, Meadowbrook, 4131, Australia",-27.6695588,153.1489125,"https://www.google.com/maps/search/?api=1&query=24+Crozier+Crescent,+Meadowbrook,+4131,+Australia"
Q6546,,5,Demarr Court,Meadowbrook,4131,Logan,"5 Demarr Court, Meadowbrook, 4131, Australia",-27.6713231,153.1524018,"https://www.google.com/maps/search/?api=1&query=5+Demarr+Court,+Meadowbrook,+4131,+Australia"
Q6548,,58,Kilsay Crescent,Meadowbrook,4131,Logan,"58 Kilsay Crescent, Meadowbrook, 4131, Australia",-27.6674066,153.1484163,"https://www.google.com/maps/search/?api=1&query=58+Kilsay+Crescent,+Meadowbrook,+4131,+Australia"
Q6571,,12,Petringa Crescent,Springwood,4127,Logan,"12 Petringa Crescent, Springwood, 4127, Australia",-27.633848,153.1453266,"https://www.google.com/maps/search/?api=1&query=12+Petringa+Crescent,+Springwood,+4127,+Australia"
Q7290,,217,Tilley Road,Wakerley,4154,Brisbane,"217 Tilley Road, Wakerley, 4154, Australia",-27.4875076,153.1546429,"https://www.google.com/maps/search/?api=1&query=217+Tilley+Road,+Wakerley,+4154,+Australia"
Q7300,,91,Besline Street,Kuraby,4112,Brisbane,"91 Besline Street, Kuraby, 4112, Australia",-27.6007335,153.0960049,"https://www.google.com/maps/search/?api=1&query=91+Besline+Street,+Kuraby,+4112,+Australia"
Q7301,,83,Meadowlands Street,Carindale,4152,Brisbane,"83 Meadowlands Street, Carindale, 4152, Australia",,,"https://www.google.com/maps/search/?api=1&query=83+Meadowlands+Street,+Carindale,+4152,+Australia"
Q7306,,38,Vintage Drive,Thornlands,4164,Redland,"38 Vintage Drive, Thornlands, 4164, Australia",-27.5605389,153.2645425,"https://www.google.com/maps/search/?api=1&query=38+Vintage+Drive,+Thornlands,+4164,+Australia"
Q7307,,1,Portland Parade,Redland Bay,4165,Redland,"1 Portland Parade, Redland Bay, 4165, Australia",-27.6250777,153.2906467,"https://www.google.com/maps/search/?api=1&query=1+Portland+Parade,+Redland+Bay,+4165,+Australia"
Q7308,,14,Verdelho Street,Thornlands,4164,Redland,"14 Verdelho Street, Thornlands, 4164, Australia",-27.5576952,153.2630091,"https://www.google.com/maps/search/?api=1&query=14+Verdelho+Street,+Thornlands,+4164,+Australia"
Q7309,,26,Donfern Street,Mount Gravatt,4122,Brisbane,"26 Donfern Street, Mount Gravatt, 4122, Australia",-27.5377323,153.0678713,"https://www.google.com/maps/search/?api=1&query=26+Donfern+Street,+Mount+Gravatt,+4122,+Australia"
Q7310,,11,Ancilla Street,Mansfield,4122,Brisbane,"11 Ancilla Street, Mansfield, 4122, Australia",-27.537946,153.0990487,"https://www.google.com/maps/search/?api=1&query=11+Ancilla+Street,+Mansfield,+4122,+Australia"
Q7345,,28,Collinson Street,Runcorn,4113,Brisbane,"28 Collinson Street, Runcorn, 4113, Australia",-27.6059031,153.0733377,"https://www.google.com/maps/search/?api=1&query=28+Collinson+Street,+Runcorn,+4113,+Australia"
